asn,network_provider,domain,route,type,country
AS29182,JSC The First,firstvds.ru,82.146.48.0/23,hosting,185
AS24320,Railcom - Commercial Center, None,202.72.243.0/24,isp,155
AS14061,DigitalOcean,digitalocean.com,159.65.32.0/20,hosting,211
AS25019,Saudi Telecom Company JSC,stc.com.sa,94.98.224.0/19,isp,146
AS15169,Google LLC,google.com,35.189.160.0/19,hosting,127
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.74.0/23,hosting,124
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,118.70.0.0/20,isp,133
AS36352,ColoCrossing,colocrossing.com,192.3.176.0/20,hosting,211
AS14061,DigitalOcean,digitalocean.com,159.65.96.0/20,hosting,211
AS4134,Jin-rong Street,None,14.144.0.0/12,isp,124
AS9038,Batelco Jordan,umniah.com,91.186.240.0/21,isp,158
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,115.159.74.0/23,hosting,124
AS4808,China Unicom Beijing Province Network,chinaunicom.com,61.148.64.0/18,isp,124
AS4134,Jin-rong Street,None,27.128.0.0/15,isp,124
AS5384,Emirates Telecommunications Corporation,etisalat.com,176.204.192.0/18,isp,137
AS45899,VNPT Corp,vnptcorp.com,14.243.0.0/20,isp,133
AS7922,Comcast Cable Communications,comcast.com,71.224.0.0/12,isp,211
AS134763,CHINANET Guangdong province network,None,43.254.156.0/22,isp,124
AS134774,CHINANET Guangdong province Shenzhen MAN network,None,14.20.0.0/17,isp,124
AS8452,TE-AS,traveltexas.com,156.194.224.0/19,isp,224
AS4766,Korea Telecom,kt.com,59.16.0.0/13,isp,125
AS12322,Free SAS,sas.com,88.120.0.0/13,isp,175
AS24138,China Tietong Telecommunication Corporation,chinatietong.com,124.207.0.0/18,isp,124
AS53242,NOGUEIRA & DANTAS LTDA,None,177.21.0.0/19,hosting,166
AS29571,Orange C̫te dIvoire,orange.ci,160.155.53.0/24,isp,232
AS8447,A1 Telekom Austria AG,a1.net,88.116.0.0/15,isp,202
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,129.204.224.0/20,hosting,124
AS7552,Viettel Group,viettel.com.vn,27.72.149.0/24,isp,133
AS4134,Jin-rong Street,None,1.192.0.0/13,isp,124
AS45528,Tikona Infinet Ltd.,tikona.in,123.136.128.0/24,isp,128
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.45.192.0/20,isp,124
AS4808,China Unicom Beijing Province Network,chinaunicom.com,221.219.192.0/18,isp,124
AS134774,CHINANET Guangdong province Shenzhen MAN network,None,183.62.96.0/21,isp,124
AS42683,JSC ER-Telecom Holding,ertelecom.ru,95.78.224.0/19,isp,185
AS59019,Beijing Kingsoft Cloud Internet Technology ,cnnic.cn,120.92.112.0/21,hosting,124
AS7018,AT&T Services,att.com,69.228.0.0/15,isp,211
AS14061,DigitalOcean,digitalocean.com,159.203.112.0/20,hosting,211
AS132883,TOPWAY GLOBAL LIMITED,topidc.hk,154.86.2.0/23,business,134
AS3216,PJSC Vimpelcom,veon.com,128.74.16.0/20,isp,185
AS134774,CHINANET Guangdong province Shenzhen MAN network,None,183.47.48.0/21,isp,124
AS132111,Bigband Sdn Bhd,bigband.net.my,103.215.139.0/24,hosting,136
AS28666,HOSTLOCATION LTDA,hostlocation.com.br,189.1.160.0/22,business,166
AS14061,DigitalOcean,digitalocean.com,134.209.80.0/20,hosting,182
AS135371,Fortune Broadband,fortunebb.com,103.215.193.0/24,isp,160
AS42695,City Network Hosting AB,citynetwork.se,37.153.138.0/23,isp,187
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,111.230.10.0/23,hosting,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.108.0/23,hosting,124
AS14061,DigitalOcean,digitalocean.com,138.197.80.0/20,hosting,211
AS264268,TELETURBO TELECOM,teleturbo.com.br,138.118.176.0/22,isp,166
AS14061,DigitalOcean,digitalocean.com,68.183.128.0/20,hosting,211
AS5384,Emirates Telecommunications Corporation,etisalat.com,217.165.0.0/18,isp,137
AS30781,Jaguar Network SAS,jaguar-network.com,37.110.192.0/21,isp,175
AS20251,SolarWinds,solarwinds.com,67.79.13.0/24,hosting,211
AS4808,China Unicom Beijing Province Network,chinaunicom.com,114.248.128.0/18,isp,124
AS7552,Viettel Group,viettel.com.vn,115.77.208.0/21,isp,133
AS327795,Tanzania e-Government Agency,tanzania.go.tz,154.118.224.0/21,gov,245
AS12389,PJSC Rostelecom,rt.ru,89.151.128.0/18,isp,185
AS17816,China UnicomIP network China169 Guangdong province,chinaunicom.cn,120.80.0.0/13,isp,124
AS24560,Bharti Airtel Telemedia Services,airtel.in,122.165.184.0/21,isp,128
AS9318,,None,218.38.0.0/15,isp,125
AS52512,OPENCLOUD SpA,opencloud.cl,45.7.228.0/22,business,168
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.56.0/23,hosting,124
AS4134,Jin-rong Street,None,59.44.0.0/14,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,152.136.180.0/22,hosting,124
AS3269,Telecom Italia S.p.A.,tim.it,82.62.0.0/16,isp,176
AS14061,DigitalOcean,digitalocean.com,198.199.124.0/22,hosting,182
AS24400,Shanghai Mobile Communications Co.,chinamobile.com,221.130.192.0/20,isp,124
AS135377,UCloud (HK) Holdings Group Limited,ucloud.cn,152.32.167.0/24,isp,127
AS12493,Orange Belgium SA,orange.be,91.86.0.0/15,business,189
AS20115,Charter Communications,spectrum.com,68.116.32.0/19,isp,211
AS4812,China Telecom (Group),chinatelecom-h.com,116.236.0.0/16,isp,124
AS34470,PortTelekom LLC,ptkom.ru,85.95.144.0/21,isp,185
AS37340,SPECTRANET LIMITED,spectranet.com.ng,197.255.160.0/23,isp,231
AS28118,ALTICE DOMINICANA S.A.,altice.com.do,190.94.0.0/17,isp,215
AS45899,VNPT Corp,vnptcorp.com,113.176.160.0/20,isp,133
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,61.189.0.0/17,isp,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,221.214.0.0/15,isp,124
AS4847,China Networks Inter-Exchange,None,118.244.128.0/19,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,106.52.32.0/20,hosting,124
AS31898,Oracle Corporation,oracle.com,132.145.128.0/20,hosting,211
AS10620,Telmex Colombia S.A.,telmexla.net.co,190.156.231.0/24,isp,167
AS42610,PJSC Rostelecom,rt.ru,77.37.128.0/17,hosting,185
AS23688,Link3 Technologies Ltd.,link3.net,203.76.112.0/21,isp,141
AS45629,JasTel Network International Gateway,jastel.co.th,183.88.128.0/17,isp,131
AS33576,Digicel Jamaica,digicelgroup.com,66.249.155.0/24,isp,220
AS45899,VNPT Corp,vnptcorp.com,14.160.16.0/20,isp,133
AS6535,Telmex Servicios Empresariales S.A.,all.biz,186.21.0.0/16,isp,168
AS31898,Oracle Corporation,oracle.com,129.146.80.0/21,hosting,211
AS135377,UCloud (HK) Holdings Group Limited,ucloud.cn,103.98.16.0/24,isp,127
AS8151,Uninet S.A. de C.V.,pan.org.mx,189.154.176.0/21,isp,214
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.24.244.0/22,hosting,124
AS23969,TOT Public Company Limited,tot.co.th,118.173.111.0/24,isp,131
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,1.54.48.0/20,isp,133
AS45899,VNPT Corp,vnptcorp.com,14.185.0.0/20,isp,133
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,152.136.196.0/22,hosting,124
AS16276,OVH SAS,ovh.com,192.95.0.0/18,hosting,210
AS4812,China Telecom (Group),chinatelecom-h.com,124.76.0.0/15,isp,124
AS14618,Amazon.com,amazon.com,3.224.0.0/12,hosting,211
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,36.68.136.0/22,isp,132
AS138296,Juweriyah Networks Private Limited,juweriyahnetwork.com,202.179.93.0/24,isp,128
AS45899,VNPT Corp,vnptcorp.com,123.17.96.0/20,isp,133
AS56268,Northeast Dataa Network Pvt Ltd,nedataa.com,202.38.182.0/24,isp,128
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,36.79.32.0/19,isp,132
AS16010,Magticom Ltd.,magticom.ge,5.178.128.0/17,isp,153
AS22773,Cox Communications Inc.,cox.com,70.160.0.0/15,isp,211
AS198569,Rahanet Zanjan Co. (Private Joint-Stock),None,185.97.116.0/22,isp,140
AS15704,XTRA TELECOM S.A.,masmovil.es,213.194.152.0/21,hosting,184
AS17924,SmarTone Mobile Communications Ltd,smartone.com,49.130.0.0/15,isp,134
AS35862,JCWIFI.COM,jcwifi.com,208.86.160.0/22,isp,211
AS28573,CLARO S.A.,claro.com.br,189.33.0.0/19,isp,166
AS200590,NLS Kazakhstan LLC,nls.kz,185.97.115.0/24,isp,148
AS7552,Viettel Group,viettel.com.vn,27.79.224.0/21,isp,133
AS9299,Philippine Long Distance Telephone Company,pldt.com,49.144.128.0/19,isp,126
AS61226,Flexiscale Technologies Limited,flexiscale.com,83.223.208.0/22,isp,183
AS38264,National WiMAX/IMS environment,wateen.com,110.39.7.0/24,isp,145
AS11172,Alestra de R.L. de C.V.,alestra.mx,189.206.128.0/17,hosting,214
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,218.56.0.0/15,isp,124
AS4788,TM Net Internet Service Provider,tm.com.my,202.188.96.0/19,isp,136
AS4134,Jin-rong Street,None,222.174.0.0/15,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.235.224.0/20,isp,124
AS25820,IT7 Networks Inc,it7.net,104.225.144.0/20,hosting,211
AS12389,PJSC Rostelecom,rt.ru,95.52.0.0/18,isp,185
AS9829,National Internet Backbone,bsnl.in,117.199.32.0/20,isp,128
AS63760,AZDIGI Corporation,azdigi.com,45.252.248.0/22,hosting,133
AS38700,,None,49.247.0.0/17,hosting,125
AS9931,The Communication Authoity of Thailand,cattelecom.com,202.129.0.0/19,isp,131
AS18881,TELEFONICA BRASIL S.A,telefonica.com.br,177.98.192.0/19,isp,166
AS22884,TOTAL PLAY TELECOMUNICACIONES SA DE CV,totalplay.com.mx,187.188.34.0/24,isp,214
AS38026,MetroNet Bangladesh Limited Fiber Optic BasedMetropolitan Data,metrobd.net,103.205.180.0/22,isp,141
AS14080,Telmex Colombia S.A.,telmexla.net.co,181.49.224.0/19,isp,167
 None, None, None, None, None,203
AS4270,Red de Interconexion Universitaria,riu.edu.ar,170.210.0.0/16,edu,169
AS8473,Bahnhof AB,bahnhof.se,79.136.0.0/17,hosting,187
AS45899,VNPT Corp,vnptcorp.com,113.160.208.0/20,isp,133
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.152.0/23,hosting,124
AS577,,bell.ca,206.172.0.0/16,isp,210
AS25820,IT7 Networks Inc,it7.net,104.243.16.0/20,hosting,211
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,111.231.84.0/22,hosting,124
AS14061,DigitalOcean,digitalocean.com,167.71.144.0/20,hosting,211
AS12389,PJSC Rostelecom,rt.ru,176.49.64.0/18,isp,185
AS132462,Bemobile Solomon Islands Ltd,bmobile.com.sb,103.21.248.0/24,isp,252
AS4766,Korea Telecom,kt.com,222.104.0.0/13,isp,125
AS23655,Snap Internet Limited,2degreesmobile.co.nz,203.86.192.0/21,isp,251
AS7303,Telecom Argentina S.A.,telecom.com.ar,200.45.144.0/21,isp,169
AS14061,DigitalOcean,digitalocean.com,165.22.128.0/20,hosting,211
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,152.136.96.0/22,hosting,124
AS267535,PROLINK TELECOM LTDA - ME,prolinktelecom.com.br,192.141.104.0/22,isp,166
AS8151,Uninet S.A. de C.V.,pan.org.mx,201.97.160.0/19,isp,214
AS44066,First Colo GmbH,first-colo.net,45.88.108.0/22,isp,177
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.25.76.0/22,hosting,124
AS27699,TELEFONICA BRASIL S.A,telefonica.com.br,177.94.0.0/16,isp,166
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,36.68.216.0/21,isp,132
AS3462,Data Communication Business Group,cht.com.tw,220.133.0.0/16,isp,127
AS45899,VNPT Corp,vnptcorp.com,113.164.64.0/19,isp,133
AS31261,GARS Telecom - Telecommunications Management LLC,garstelecom.ru,109.73.12.0/23,isp,185
AS134762,CHINANET Sichuan province Chengdu MAN network,None,103.45.248.0/22,isp,124
AS51852,Private Layer INC,privatelayer.com,179.43.128.0/18,isp,188
AS17974,PT Telekomunikasi Indonesia,telkom.co.id,125.161.112.0/23,isp,132
AS45634,10 Science Park Road,sparkstation.net,112.140.185.0/24,hosting,130
AS134674,TATA SKY BROADBAND PRIVATE LIMITED,tataskybroadband.com,103.195.202.0/24,isp,128
AS2856,British Telecommunications PLC,btplc.com,217.32.0.0/12,isp,183
AS17747,SITI NETWORKS LIMITED,sitinetworks.com,202.142.71.0/24,isp,128
AS10139,Smart Broadband,smart.com.ph,121.54.52.0/22,isp,126
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,36.73.0.0/20,isp,132
AS24173,Netnam Company,netnam.vn,101.96.120.0/24,isp,133
AS8151,Uninet S.A. de C.V.,pan.org.mx,187.141.128.0/21,isp,214
AS133800,PT Biznet Gio Nusantara,biznetgio.com,103.44.27.0/24,hosting,132
AS9370,SAKURA Internet Inc.,sakura.ad.jp,160.16.128.0/17,hosting,129
AS10620,Telmex Colombia S.A.,telmexla.net.co,190.147.165.0/24,isp,167
AS23724, China Telecommunications Corporation,None,140.210.64.0/19,hosting,124
AS17974,PT Telekomunikasi Indonesia,telkom.co.id,118.97.220.0/22,hosting,132
AS132445,Khetan Cable Network Pvt. Limited,khetanisp.com,115.166.141.0/24,isp,128
AS7552,Viettel Group,viettel.com.vn,115.79.192.0/21,isp,133
AS55699,PT. Cemerlang Multimedia,corpnet.net.id,103.23.32.0/22,isp,132
AS17858,,None,182.208.0.0/14,isp,125
AS15169,Google LLC,google.com,35.244.0.0/14,hosting,211
AS135225,SMART NET INDIA PVT LTD,smartnetisp.com,103.8.116.0/22,isp,128
AS9808,Guangdong Mobile Communication Co.Ltd.,chinamobile.com,112.33.16.0/22,isp,124
AS12357,VODAFONE ESPANA S.A.U.,vodafone.es,62.57.224.0/21,isp,184
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.186.0/23,hosting,124
AS22884,TOTAL PLAY TELECOMUNICACIONES SA DE CV,totalplay.com.mx,187.189.15.0/24,isp,214
AS63996,Mazeda Networks Limited,mazedanetworks.net,103.205.68.0/24,isp,141
AS9891,CS LOXINFO Public Company Limited.,csloxinfo.com,27.254.128.0/19,hosting,131
AS135678,Airnet Broadband,airnetnetworks.com,103.214.119.0/24,isp,128
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,119.112.0.0/13,isp,124
AS17917,Quadrant Televentures Limited,connectzone.in,112.196.9.0/24,isp,128
AS4788,TM Net Internet Service Provider,tm.com.my,175.143.0.0/18,isp,136
AS3352,TELEFONICA DE ESPANA,telefonica.com,80.28.0.0/16,isp,184
AS4847,China Networks Inter-Exchange,None,124.126.0.0/16,isp,124
AS14080,Telmex Colombia S.A.,telmexla.net.co,181.48.224.0/19,isp,167
AS14754,Telgua,claro.com.gt,186.151.192.0/18,isp,213
AS55836,Reliance Jio Infocomm Limited,jio.com,136.232.0.0/15,isp,128
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,106.53.80.0/20,hosting,124
AS4721,Jupiter Telecommunications Co.,jcom.co.jp,118.83.128.0/17,isp,129
AS7552,Viettel Group,viettel.com.vn,171.231.16.0/21,isp,133
AS17974,PT Telekomunikasi Indonesia,telkom.co.id,36.92.0.0/16,hosting,132
AS49052,DATA ZYX SRL,datazyx.ro,86.104.10.0/24,isp,186
AS1221,Telstra Corporation Ltd,telstra.com.au,101.160.0.0/11,isp,250
AS16276,OVH SAS,ovh.com,167.114.192.0/19,hosting,210
AS62068,SpectraIP B.V.,spectraip.net,185.244.39.0/24,hosting,182
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,123.207.186.0/23,hosting,124
AS30722,Vodafone Italia S.p.A.,vodafone.it,188.218.0.0/15,isp,176
AS22255,Allegheny Health Network,ahn.org,165.232.0.0/16,business,183
AS36873,Airtel Networks Limited,airtel.com.ng,105.112.39.0/24,isp,231
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.184.0/23,hosting,124
AS23650,AS Number for CHINANET jiangsu province backbone,None,58.218.198.0/24,isp,124
AS3269,Telecom Italia S.p.A.,tim.it,85.43.0.0/16,isp,176
AS9829,National Internet Backbone,bsnl.in,117.254.176.0/20,isp,128
AS12670,COMPLETEL SAS,completel.fr,46.218.0.0/16,isp,175
AS37090,ISOCEL SA,isoceltelecom.com,41.86.224.0/19,isp,240
AS209,CenturyLink Communications,centurylink.com,65.128.0.0/11,isp,211
AS35862,JCWIFI.COM,jcwifi.com,199.38.120.0/22,isp,211
AS204833,Vostok Telecom LLC,ngs.ru,193.233.6.0/24,business,185
AS41557,Trgovsko radiodifuzno drustvo kablovska televizija ROBI DOOEL Stip,robi.com.mk,89.205.0.0/17,isp,208
AS17974,PT Telekomunikasi Indonesia,telkom.co.id,36.67.0.0/16,hosting,132
AS59349,GMO-Z.COM PTE. LTD.,z.com,163.44.128.0/19,isp,130
AS23724, China Telecommunications Corporation,None,103.25.20.0/22,hosting,124
AS17964,Beijing Dian-Xin-Tong Network Technologies Co.,cnnic.cn,118.145.0.0/20,isp,124
AS45595,Pakistan Telecom Company Limited,ptcl.com.pk,182.180.128.0/18,isp,145
AS135918,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY,vnnic.vn,103.28.32.0/22,hosting,133
 None, None, None, None, None,231
AS701,MCI Communications Services d/b/a Verizon Business,bloomberg.com,72.68.0.0/17,isp,211
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,103.139.102.0/23,isp,133
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.20.0/23,hosting,124
AS18881,TELEFONICA BRASIL S.A,telefonica.com.br,177.132.192.0/19,isp,166
AS135391,AOFEI DATA INTERNATIONAL COMPANY LIMITED,aofidc.com,121.46.24.0/22,hosting,124
AS4808,China Unicom Beijing Province Network,chinaunicom.com,222.128.64.0/18,isp,124
AS27895,Nucleo S.A.,personal.com.py,190.104.148.0/23,isp,174
AS9269,Hong Kong Broadband Network Ltd.,hkbn.net,203.186.128.0/18,isp,134
AS14061,DigitalOcean,digitalocean.com,167.99.48.0/20,hosting,211
AS7552,Viettel Group,viettel.com.vn,117.4.0.0/14,isp,133
AS4134,Jin-rong Street,None,113.96.0.0/12,isp,124
AS14061,DigitalOcean,digitalocean.com,146.185.128.0/19,hosting,182
AS9808,Guangdong Mobile Communication Co.Ltd.,chinamobile.com,112.26.0.0/16,isp,124
AS47196,Garant-Park-Internet Ltd,parking.ru,91.203.193.0/24,hosting,185
AS6325,Illinois Century Network,illinois.net,66.99.0.0/18,hosting,211
AS16276,OVH SAS,ovh.com,87.98.128.0/17,hosting,175
AS9299,Philippine Long Distance Telephone Company,pldt.com,49.146.32.0/20,isp,126
AS136429,Arifuzzaman Auni t/a BAS Network,basnetbd.com,103.87.214.0/24,isp,141
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,27.192.0.0/11,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,129.204.208.0/20,hosting,124
AS24348,CERNET2 IX at Tsinghua University,None,166.111.128.0/17,edu,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,139.199.84.0/23,hosting,124
AS4812,China Telecom (Group),chinatelecom-h.com,114.87.0.0/16,isp,124
AS7018,AT&T Services,att.com,75.8.0.0/13,isp,211
AS45727,Hutchison CP Telecommunications PT,apjii.or.id,202.67.41.0/24,isp,132
AS42807,Aerotek Bilisim Sanayi ve Ticaret AS,aerotek.com.tr,178.157.8.0/21,hosting,149
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,62.234.96.0/20,isp,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.162.0/23,hosting,124
AS10297,eNET Inc.,ee.net,209.190.0.0/17,hosting,211
AS17623,China Unicom Shenzen network,chinaunicom.com,58.250.0.0/24,isp,124
AS21859,Zenlayer Inc,zenlayer.com,128.14.0.0/17,hosting,211
AS45899,VNPT Corp,vnptcorp.com,14.249.112.0/20,isp,133
AS24309,Atria Convergence Technologies Pvt. Ltd.Broadband Internet Service Provider INDIA,actcorp.in,49.206.8.0/21,isp,128
AS37100,SEACOM Limited,seacom.mu,105.16.0.0/12,isp,221
AS16814,NSS S.A.,iplan.com.ar,190.210.164.0/22,isp,169
AS9808,Guangdong Mobile Communication Co.Ltd.,chinamobile.com,117.157.98.0/23,isp,124
AS2119,Telenor Norge AS,telenor.no,62.92.0.0/16,isp,200
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,115.159.70.0/23,hosting,124
AS12389,PJSC Rostelecom,rt.ru,78.36.128.0/19,isp,185
AS24337,SkytelecomTransit provider and ISP in Vientiene.,skytel.com.la,139.5.157.0/24,isp,161
AS30969,Zimbabwe Online (Private) Ltd.,zol.co.zw,41.60.96.0/19,isp,239
AS11404,vanoppen.biz LLC,wavebroadband.com,65.50.192.0/19,isp,211
AS24173,Netnam Company,netnam.vn,101.96.121.0/24,isp,133
AS14061,DigitalOcean,digitalocean.com,69.55.48.0/22,hosting,211
AS30722,Vodafone Italia S.p.A.,vodafone.it,93.148.128.0/17,isp,176
AS14061,DigitalOcean,digitalocean.com,209.97.176.0/20,hosting,183
AS45899,VNPT Corp,vnptcorp.com,113.183.48.0/20,isp,133
AS45899,VNPT Corp,vnptcorp.com,222.252.144.0/20,isp,133
AS23724, China Telecommunications Corporation,None,123.58.0.0/20,hosting,124
AS18209,Atria Convergence Technologies pvt ltd,actcorp.in,183.82.96.0/19,isp,128
AS16591,Google Fiber Inc.,google.com,136.33.184.0/21,isp,211
AS7738,Telemar Norte Leste S.A.,oi.net.br,200.165.128.0/18,isp,166
AS46375,Sonic Telecom LLC,sonic.com,75.101.32.0/19,isp,211
AS15169,Google LLC,google.com,146.148.0.0/17,hosting,189
AS4134,Jin-rong Street,None,222.176.0.0/13,isp,124
AS14061,DigitalOcean,digitalocean.com,198.199.80.0/21,hosting,211
AS7459,Grande Communications Networks,mygrande.com,24.155.0.0/16,isp,211
AS23969,TOT Public Company Limited,tot.co.th,101.51.208.0/20,isp,131
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,125.165.104.0/21,isp,132
AS5483,Magyar Telekom plc.,telekom.hu,188.156.0.0/15,isp,199
AS6866,Cyprus Telecommunications Authority,cyta.com.cy,178.59.96.0/22,isp,207
AS51291,Istok Ltd.,istokltd.co.uk,91.218.128.0/22,isp,185
AS134420,Chongqing Telecom,cqupt.edu.cn,219.153.33.0/24,edu,124
AS15169,Google LLC,google.com,35.228.0.0/14,hosting,127
AS45773,PERN AS Content Servie Provider Islamabad Pakistan,pern.edu.pk,111.68.104.0/24,edu,145
AS12768,JSC ER-Telecom Holding,ertelecom.ru,212.33.224.0/19,isp,185
AS45102,Alibaba (US) Technology Co.,alibabagroup.com,161.117.0.0/17,hosting,130
AS14061,DigitalOcean,digitalocean.com,139.59.176.0/20,hosting,183
AS57497,Faraso Samaneh Pasargad Ltd.,faraso.org,185.2.15.0/24,business,140
AS24445,Henan Mobile Communications Co,chinamobile.com,211.142.96.0/19,isp,124
AS14061,DigitalOcean,digitalocean.com,139.59.208.0/21,hosting,177
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.12.0/23,hosting,124
AS23860,Alliance Broadband Services Pvt. Ltd.,alliancebroadband.co.in,103.94.138.0/24,isp,128
AS13354,zColo,zayo.com,209.105.224.0/19,isp,211
AS48832,Linkdotnet-Jordan,zain.com,188.247.74.0/24,isp,158
AS14061,DigitalOcean,digitalocean.com,138.197.0.0/20,hosting,211
AS31898,Oracle Corporation,oracle.com,158.101.0.0/16,hosting,211
AS14061,DigitalOcean,digitalocean.com,159.89.0.0/20,hosting,177
AS24945,Telecommunication Company Vinteleport Ltd.,vinnitsa.com,79.143.32.0/20,isp,179
AS134285,Andhra Bank,andhrabank.in,112.133.197.0/24,isp,128
AS23860,Alliance Broadband Services Pvt. Ltd.,alliancebroadband.co.in,103.242.196.0/22,isp,128
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.126.96.0/23,hosting,124
AS31213,PJSC MegaFon,megafon.com,94.25.228.0/23,isp,185
AS134774,CHINANET Guangdong province Shenzhen MAN network,None,218.18.128.0/18,isp,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,36.248.0.0/14,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,115.159.148.0/23,hosting,124
AS7552,Viettel Group,viettel.com.vn,27.72.148.0/24,isp,133
AS21127,JSC Zap-Sib TransTeleCom Novosibirsk,zsttk.ru,37.205.48.0/21,isp,185
AS134764,CHINANET Guangdong province network,None,121.9.208.0/22,isp,124
AS38731,Vietel - CHT Compamy Ltd,viettelidc.com.vn,210.211.96.0/21,isp,133
AS4007,Subisu Cablenet (Pvt) Ltd Baluwatar Kathmandu Nepal,subisu.net.np,182.93.80.0/24,isp,157
AS14061,DigitalOcean,digitalocean.com,188.166.64.0/18,hosting,182
AS37596,WIRELESS PROFESSIONELE NETWERKE,bronbergwisp.co.za,169.159.178.0/24,isp,221
AS63356,Subnet Labs LLC,subnetlabs.com,172.110.6.0/24,hosting,211
AS262308,NEXUS Informatica Servicos de Internet e Telecom,nexusinformatica.pro.br,177.87.186.0/24,isp,166
AS4808,China Unicom Beijing Province Network,chinaunicom.com,139.198.5.0/24,isp,124
AS17451,BIZNET NETWORKS,biznetnetworks.com,118.99.64.0/18,isp,132
AS14061,DigitalOcean,digitalocean.com,198.211.96.0/20,hosting,211
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,119.29.160.0/23,hosting,124
AS24309,Atria Convergence Technologies Pvt. Ltd.Broadband Internet Service Provider INDIA,actcorp.in,49.206.32.0/19,isp,128
AS45629,JasTel Network International Gateway,jastel.co.th,49.48.128.0/17,isp,131
AS31898,Oracle Corporation,oracle.com,129.213.160.0/21,hosting,211
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.25.24.0/22,hosting,124
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.150.0/23,hosting,124
AS9541,Cyber Internet Services (Pvt) Ltd.,cyber.net.pk,72.255.61.0/24,isp,145
AS38731,Vietel - CHT Compamy Ltd,viettelidc.com.vn,125.212.232.0/22,isp,133
AS45899,VNPT Corp,vnptcorp.com,113.187.240.0/20,isp,133
AS265147,UP Telecom,uptelecom.com.br,143.255.130.0/23,isp,166
AS81,MCNC,mcnc.org,152.32.0.0/12,hosting,134
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,111.231.140.0/22,hosting,124
AS31898,Oracle Corporation,oracle.com,129.213.32.0/20,hosting,211
AS26592,EQUINIX BRASIL SP,equinix.com.br,179.107.34.0/23,hosting,166
AS17451,BIZNET NETWORKS,biznetnetworks.com,182.253.117.0/24,isp,132
AS8048,CANTV Servicios Venezuela,cantv.com.ve,190.201.32.0/19,isp,172
AS14061,DigitalOcean,digitalocean.com,167.71.80.0/20,hosting,211
AS137443,Anchnet Asia Limited,anchnet.com,154.209.228.0/23,hosting,211
AS131775,PT. Jupiter Jala Arta,jupiter.co.id,103.251.45.0/24,hosting,132
